bookingId,travellerId,companyId,bookingDate,departureDate,origin,destination,priceInUSD,status
5826423490766809309,319,20,2019-09-01,2019-11-04,Paris,Sydney,461,CANCELLED
6643027151957360454,168,19,2019-09-01,2019-12-14,Sofia,Tokyo,375,CANCELLED
3610840895061305904,71,22,2019-09-01,2019-09-15,Amsterdam,Amsterdam,26,CANCELLED
4869476288544450379,436,12,2019-09-01,2019-09-25,Osaka,Paris,29,EXCHANGED
7746868900586832344,330,6,2019-09-01,2019-09-25,Athens,Osaka,38,EXCHANGED
2463451537141905771,308,9,2019-09-02,2019-12-08,Tokyo,Amsterdam,769,BOOKED
4814152028464017308,269,20,2019-09-02,2019-12-28,Sydney,Sydney,143,BOOKED
4020139927388950937,278,4,2019-09-02,2019-11-07,Amsterdam,Sydney,299,BOOKED
8702893222694436855,112,13,2019-09-02,2019-12-12,Sydney,Paris,538,BOOKED
592088720664233302,415,16,2019-09-02,2019-11-10,Sydney,Paris,759,BOOKED
2295338689228749438,467,18,2019-09-02,2019-12-01,Lisbon,Sao Paolo,807,BOOKED
6127498128195575067,35,11,2019-09-02,2019-11-03,Prague,Amsterdam,375,BOOKED
3243287966163398716,255,6,2019-09-02,2019-11-18,Buenos Aires,New Mexico,777,BOOKED
7180220466292622612,146,22,2019-09-02,2019-09-03,Sofia,Berlin,625,CANCELLED
3171231139219580955,308,9,2019-09-02,2019-11-03,Paris,Toronto,271,CANCELLED
9195732736080122850,295,21,2019-09-02,2019-09-22,Sao Paolo,Amsterdam,393,CANCELLED
1120988389591568467,355,6,2019-09-02,2019-11-03,Warsaw,Johannesburg,643,CANCELLED
2696472255794162045,110,11,2019-09-02,2019-09-25,Paris,Milano,35,EXCHANGED
4545204180943660891,241,17,2019-09-02,2019-09-30,New Delhi,Berlin,21,EXCHANGED
8725534022096600475,442,18,2019-09-02,2019-09-30,Toronto,Athens,25,EXCHANGED
5852317886299166802,187,13,2019-09-02,2019-10-29,New York,Sydney,63,EXCHANGED
