bookingId,travellerId,companyId,bookingDate,departureDate,origin,destination,priceInUSD,status
8159419658228260237,285,11,2021-04-01,2021-04-24,New Mexico,Lausanne,110,CANCELLED
4654820343489363561,286,12,2021-04-01,2021-04-26,Paris,Paris,48,EXCHANGED
9183228642218268621,413,14,2021-04-01,2021-05-24,Amsterdam,Cairo,47,EXCHANGED
634056571881412012,104,5,2021-04-01,2021-04-21,London,Sao Paolo,22,EXCHANGED
8980913521825616498,250,1,2021-04-02,2021-06-09,Amsterdam,Moscow,770,BOOKED
1978437799277481657,34,10,2021-04-02,2021-07-15,New Mexico,New York,678,BOOKED
7277409242221277676,401,2,2021-04-02,2021-07-19,Paris,New Mexico,665,BOOKED
7058444248691506311,69,20,2021-04-02,2021-07-08,London,Hong Kong,531,BOOKED
275554236146583293,180,6,2021-04-02,2021-07-12,Hong Kong,Buenos Aires,262,BOOKED
3109508927450039571,9,10,2021-04-02,2021-07-21,Sydney,Milano,328,BOOKED
2964138843566687831,416,17,2021-04-02,2021-06-27,Toronto,London,758,BOOKED
629421369506174715,71,22,2021-04-02,2021-06-26,Amsterdam,Sydney,33,BOOKED
4511332195520850733,109,10,2021-04-02,2021-06-06,Sydney,Sofia,118,BOOKED
8997369450319918495,306,7,2021-04-02,2021-07-30,Los Angeles,Sydney,482,BOOKED
8536552113636540261,276,2,2021-04-02,2021-07-03,Athens,Munich,555,BOOKED
859303730696575314,48,24,2021-04-02,2021-06-18,London,Hong Kong,243,BOOKED
9147012130703803554,361,12,2021-04-02,2021-07-06,Kiev,Buenos Aires,85,BOOKED
3604652815021787829,117,18,2021-04-02,2021-07-29,Sydney,Toronto,824,BOOKED
7862443269312222139,308,9,2021-04-02,2021-06-12,Sao Paolo,Sydney,194,BOOKED
6575533845515513332,497,23,2021-04-02,2021-06-26,Milano,Oslo,743,BOOKED
563899648583070071,137,13,2021-04-02,2021-07-08,Sao Paolo,Sydney,449,BOOKED
5052884049377892825,370,21,2021-04-02,2021-07-18,Sydney,Hong Kong,806,BOOKED
